rank	word	arpabet
1127	follow	F AA L OW
1128	sample	S AE M P AH L
1129	sent	S EH N T
1130	shown	SH OW N
1131	saturday	S AE T ER D IY
1132	christmas	K R IH S M AH S
1133	england	IH NG G L AH N D
1134	culture	K AH L CH ER
1135	band	B AE N D
1136	flash	F L AE SH
1137	ms	M IH Z
1138	lead	L EH D
1139	george	JH AO R JH
1140	choice	CH OY S
1141	went	W EH N T
1142	starting	S T AA R T IH NG
1143	thursday	TH ER Z D EY
1144	courses	K AO R S AH Z
1145	consumer	K AH N S UW M ER
1146	hi	HH AY
1147	airport	EH R P AO R T
1148	foreign	F AO R AH N
1149	artist	AA R T AH S T
1150	outside	AW T S AY D
1151	furniture	F ER N IH CH ER
1152	levels	L EH V AH L Z
1153	channel	CH AE N AH L
1154	letter	L EH T ER
1155	mode	M OW D
1156	phones	F OW N Z
1157	ideas	AY D IY AH Z
1158	wednesday	W EH N Z D IY
1159	structure	S T R AH K CH ER
1160	fund	F AH N D
1161	summer	S AH M ER
1162	allow	AH L AW
1163	degree	D IH G R IY
1164	contract	K AA N T R AE K T
1165	button	B AH T AH N
1166	releases	R IH L IY S IH Z
1167	wed	W EH D
1168	homes	HH OW M Z
1169	super	S UW P ER
1170	male	M EY L
1171	matter	M AE T ER
1172	custom	K AH S T AH M
1173	virginia	V ER JH IH N Y AH
1174	almost	AO L M OW S T
1175	took	T UH K
1176	located	L OW K EY T AH D
1177	multiple	M AH L T AH P AH L
1178	asian	EY ZH AH N
1179	editor	EH D AH T ER
1180	inn	IH N
1181	cause	K AA Z
1182	potential	P AH T EH N SH AH L
1183	song	S AO NG
1184	cnet	S IY N EH T
1185	ltd	L IH M IH T IH D
1186	los	L OW S
1187	hp	EY CH P IY
1188	focus	F OW K AH S
1189	late	L EY T
1190	fall	F AO L
1191	featured	F IY CH ER D
1192	idea	AY D IY AH
1193	rooms	R UW M Z
1194	female	F IY M EY L
1195	inc	IH NG K
1196	win	W IH N
1197	associated	AH S OW S IY EY T IH D
1198	thomas	T AA M AH S
1199	primary	P R AY M EH R IY
1200	cancer	K AE N S ER
1201	numbers	N AH M B ER Z
1202	reason	R IY Z AH N
1203	tool	T UW L
1204	browser	B R AW Z ER
1205	spring	S P R IH NG
1206	foundation	F AW N D EY SH AH N
1207	answer	AE N S ER
1208	voice	V OY S
1209	friendly	F R EH N D L IY
1210	schedule	S K EH JH UH L
1211	purpose	P ER P AH S
1212	feature	F IY CH ER
1213	bed	B EH D
1214	comes	K AH M Z
1215	police	P AH L IY S
1216	everyone	EH V R IY W AH N
1217	ip	AY P IY
1218	approach	AH P R OW CH
1219	cameras	K AE M ER AH Z
1220	brown	B R AW N
1221	physical	F IH Z IH K AH L
1222	operating	AA P ER EY T IH NG
1223	hill	HH IH L
1224	maps	M AE P S
1225	medicine	M EH D AH S AH N
1226	deal	D IY L
1227	hold	HH OW L D
1228	ratings	R EY T IH NG Z
1229	chicago	SH AH K AA G OW
1230	forms	F AO R M Z
1231	glass	G L AE S
1232	happy	HH AE P IY
1233	tue	T UW
1234	smith	S M IH TH
1235	wanted	W AO N T IH D
1236	developed	D IH V EH L AH P T
1237	thank	TH AE NG K
1238	safe	S EY F
1239	unique	Y UW N IY K
1240	survey	S ER V EY
1241	prior	P R AY ER
1242	telephone	T EH L AH F OW N
1243	sport	S P AO R T
1244	ready	R EH D IY
1245	feed	F IY D
1246	animal	AE N AH M AH L
1247	sources	S AO R S AH Z
1248	mexico	M EH K S AH K OW
1249	pa	P AA
1250	regular	R EH G Y AH L ER
1251	secure	S IH K Y UH R
1252	navigation	N AE V AH G EY SH AH N
1253	operations	AA P ER EY SH AH N Z
1254	therefore	DH EH R F AO R
1255	ass	AE S
1256	simply	S IH M P L IY
1257	evidence	EH V AH D AH N S
1258	station	S T EY SH AH N
1259	christian	K R IH S CH AH N
1260	round	R AW N D
1261	paypal	P EY P AH L
1262	favorite	F EY V ER IH T
1263	understand	AH N D ER S T AE N D
1264	option	AA P SH AH N
1265	master	M AE S T ER
1266	valley	V AE L IY
1267	recently	R IY S AH N T L IY
1268	probably	P R AA B AH B L IY
1269	rentals	R EH N T AH L Z
1270	sea	S IY
1271	built	B IH L T
1272	blood	B L AH D
1273	cut	K AH T
1274	worldwide	W ER L D W AY D
1275	improve	IH M P R UW V
1276	connection	K AH N EH K SH AH N
1277	publisher	P AH B L IH SH ER
1278	hall	HH AO L
1279	larger	L AA R JH ER
1280	anti	AE N T IY
1281	networks	N EH T W ER K S
1282	earth	ER TH
1283	parents	P EH R AH N T S
1284	nokia	N OW K IY AH
1285	impact	IH M P AE K T
1286	transfer	T R AE N S F ER
1287	kitchen	K IH CH AH N
1288	strong	S T R AO NG
1289	tel	T EH L
1290	carolina	K EH R AH L AY N AH
1291	wedding	W EH D IH NG
1292	properties	P R AA P ER T IY Z
1293	hospital	HH AA S P IH T AH L
1294	ground	G R AW N D
1295	overview	OW V ER V Y UW
1296	ship	SH IH P
1297	owners	OW N ER Z
1298	disease	D IH Z IY Z
1299	excellent	EH K S AH L AH N T
1300	paid	P EY D
1301	italy	IH T AH L IY
1302	perfect	P ER F EH K T
1303	hair	HH EH R
1304	opportunity	AA P ER T UW N AH T IY
1305	kit	K IH T
1306	classic	K L AE S IH K
1307	basis	B EY S AH S
1308	command	K AH M AE N D
1309	cities	S IH T IY Z
1310	william	W IH L Y AH M
1311	express	IH K S P R EH S
1312	anal	EY N AH L
1313	award	AH W AO R D
1314	distance	D IH S T AH N S
1315	tree	T R IY
1316	peter	P IY T ER
1317	assessment	AH S EH S M AH N T
1318	ensure	EH N SH UH R
1319	thus	DH AH S
1320	wall	W AO L
1321	involved	IH N V AA L V D
1322	el	EH L
1323	extra	EH K S T R AH
1324	especially	AH S P EH SH L IY
1325	interface	IH N T ER F EY S
1326	pussy	P UH S IY
1327	partners	P AA R T N ER Z
1328	budget	B AH JH IH T
1329	rated	R EY T IH D
1330	guides	G AY D Z
1331	success	S AH K S EH S
1332	maximum	M AE K S AH M AH M
1333	ma	M AA
1334	operation	AA P ER EY SH AH N
1335	existing	IH G Z IH S T IH NG
1336	quite	K W AY T
1337	selected	S AH L EH K T IH D
1338	boy	B OY
1339	amazon	AE M AH Z AA N
1340	patients	P EY SH AH N T S
1341	restaurants	R EH S T ER AA N T S
1342	beautiful	B Y UW T AH F AH L
1343	warning	W AO R N IH NG
1344	wine	W AY N
1345	locations	L OW K EY SH AH N Z
1346	horse	HH AO R S
1347	vote	V OW T
1348	forward	F AO R W ER D
1349	flowers	F L AW ER Z
1350	stars	S T AA R Z
1351	lists	L IH S T S
1352	owner	OW N ER
1353	retail	R IY T EY L
1354	animals	AE N AH M AH L Z
1355	useful	Y UW S F AH L
1356	directly	D ER EH K T L IY
1357	ways	W EY Z
1358	est	EH S T
1359	son	S AH N
1360	providing	P R AH V AY D IH NG
1361	rule	R UW L
1362	mac	M AE K
1363	housing	HH AW Z IH NG
1364	takes	T EY K S
1365	bring	B R IH NG
1366	catalog	K AE T AH L AO G
1367	searches	S ER CH IH Z
1368	max	M AE K S
1369	trying	T R AY IH NG
1370	mother	M AH DH ER
1371	authority	AH TH AO R AH T IY
1372	considered	K AH N S IH D ER D
1373	told	T OW L D
1374	xml	EH K S EH M EH L
1375	traffic	T R AE F IH K
1376	programme	P R OW G R AE M
1377	joined	JH OY N D
1378	input	IH N P UH T
1379	strategy	S T R AE T AH JH IY
1380	feet	F IY T
1381	agent	EY JH AH N T
1382	valid	V AE L IH D
1383	bin	B IH N
1384	modern	M AA D ER N
1385	senior	S IY N Y ER
1386	ireland	AY ER L AH N D
1387	sexy	S EH K S IY
1388	teaching	T IY CH IH NG
1389	door	D AO R
1390	grand	G R AE N D
1391	testing	T EH S T IH NG
1392	trial	T R AY AH L
1393	charge	CH AA R JH
1394	units	Y UW N AH T S
1395	instead	IH N S T EH D
1396	canadian	K AH N EY D IY AH N
1397	cool	K UW L
1398	normal	N AO R M AH L
1399	wrote	R OW T
1400	enterprise	EH N T ER P R AY Z
1401	ships	SH IH P S
1402	entire	IH N T AY ER
1403	md	EH M D IY
1404	leading	L IY D IH NG
1405	metal	M EH T AH L
1406	positive	P AA Z AH T IH V
1407	fitness	F IH T N AH S
1408	chinese	CH AY N IY Z
1409	opinion	AH P IH N Y AH N
1410	asia	EY ZH AH
1411	football	F UH T B AO L
1412	abstract	AE B S T R AE K T
1413	uses	Y UW S AH Z
1414	output	AW T P UH T
1415	funds	F AH N D Z
1416	mr	M IH S T ER
1417	greater	G R EY T ER
1418	likely	L AY K L IY
1419	develop	D IH V EH L AH P
1420	employees	EH M P L OY IY Z
1421	artists	AA R T IH S T S
1422	alternative	AO L T ER N AH T IH V
1423	processing	P R AA S EH S IH NG
1424	resolution	R EH Z AH L UW SH AH N
1425	java	JH AA V AH
1426	guest	G EH S T
1427	seems	S IY M Z
1428	pass	P AE S
1429	relations	R IY L EY SH AH N Z
1430	trust	T R AH S T
1431	van	V AE N
1432	contains	K AH N T EY N Z
1433	session	S EH SH AH N
1434	multi	M AH L T IY
1435	photography	F AH T AA G R AH F IY
1436	republic	R IY P AH B L AH K
1437	fees	F IY Z
1438	vacation	V EY K EY SH AH N
1439	century	S EH N CH ER IY
1440	academic	AE K AH D EH M IH K
1441	assistance	AH S IH S T AH N S
1442	completed	K AH M P L IY T AH D
1443	skin	S K IH N
1444	graphics	G R AE F IH K S
1445	indian	IH N D IY AH N
1446	ads	AE D Z
1447	mary	M EH R IY
1448	il	IH L
1449	expected	IH K S P EH K T AH D
1450	ring	R IH NG
1451	grade	G R EY D
1452	dating	D EY T IH NG
1453	pacific	P AH S IH F IH K
1454	mountain	M AW N T AH N
1455	pop	P AA P
1456	filter	F IH L T ER
1457	mailing	M EY L IH NG
1458	vehicle	V IY HH IH K AH L
1459	longer	L AO NG G ER
1460	consider	K AH N S IH D ER
1461	northern	N AO R DH ER N
1462	behind	B IH HH AY N D
1463	panel	P AE N AH L
1464	floor	F L AO R
1465	german	JH ER M AH N
1466	buying	B AY IH NG
1467	match	M AE CH
1468	proposed	P R AH P OW Z D
1469	default	D IH F AO L T
1470	require	R IY K W AY ER
1471	iraq	IH R AA K
1472	boys	B OY Z
1473	outdoor	AW T D AO R
1474	deep	D IY P
1475	morning	M AO R N IH NG
1476	otherwise	AH DH ER W AY Z
1477	allows	AH L AW Z
1478	rest	R EH S T
1479	protein	P R OW T IY N
1480	plant	P L AE N T
1481	reported	R IY P AO R T IH D
1482	hit	HH IH T
1483	pool	P UW L
1484	mini	M IH N IY
1485	politics	P AA L AH T IH K S
1486	partner	P AA R T N ER
1487	disclaimer	D IH S K L EY M ER
1488	authors	AO TH ER Z
1489	boards	B AO R D Z
1490	faculty	F AE K AH L T IY
1491	parties	P AA R T IY Z
1492	fish	F IH SH
1493	membership	M EH M B ER SH IH P
1494	mission	M IH SH AH N
1495	string	S T R IH NG
1496	sense	S EH N S
1497	modified	M AA D AH F AY D
1498	pack	P AE K
1499	released	R IY L IY S T
1500	stage	S T EY JH
1501	internal	IH N T ER N AH L
1502	goods	G UH D Z
1503	born	B AO R N
1504	unless	AH N L EH S
1505	richard	R IH CH ER D
1506	detailed	D IH T EY L D
1507	japanese	JH AE P AH N IY Z
1508	race	R EY S
1509	approved	AH P R UW V D
1510	background	B AE K G R AW N D
1511	target	T AA R G AH T
1512	except	IH K S EH P T
1513	character	K EH R IH K T ER
1514	usb	Y UW EH S B IY
1515	maintenance	M EY N T AH N AH N S
1516	ability	AH B IH L AH T IY
1517	maybe	M EY B IY
1518	functions	F AH NG K SH AH N Z
1519	ed	EH D
1520	moving	M UW V IH NG
1521	brands	B R AE N D Z
1522	places	P L EY S AH Z
1523	php	P IY EY CH P IY
1524	pretty	P R IH T IY
1525	trademarks	T R EY D M AA R K S
1526	spain	S P EY N
1527	southern	S AH DH ER N
1528	yourself	Y ER S EH L F
1529	etc	EH T S EH T ER AH
1530	winter	W IH N T ER
1531	rape	R EY P
1532	battery	B AE T ER IY
1533	youth	Y UW TH
1534	pressure	P R EH SH ER
1535	submitted	S AH B M IH T IH D
1536	boston	B AA S T AH N
1537	incest	IH N S EH S T
1538	debt	D EH T
1539	keywords	K IY W ER D Z
1540	medium	M IY D IY AH M
1541	television	T EH L AH V IH ZH AH N
1542	interested	IH N T R AH S T IH D
1543	core	K AO R
1544	break	B R EY K
1545	purposes	P ER P AH S AH Z
1546	throughout	TH R UW AW T
1547	sets	S EH T S
1548	dance	D AE N S
1549	wood	W UH D
1550	itself	IH T S EH L F
1551	defined	D IH F AY N D
1552	papers	P EY P ER Z
1553	playing	P L EY IH NG
1554	awards	AH W AO R D Z
1555	fee	F IY
1556	studio	S T UW D IY OW
1557	reader	R IY D ER
1558	virtual	V ER CH UW AH L
1559	device	D IH V AY S
1560	established	IH S T AE B L IH SH T
1561	answers	AE N S ER Z
1562	rent	R EH N T
1563	las	L AA S
1564	remote	R IH M OW T
1565	dark	D AA R K
1566	programming	P R OW G R AE M IH NG
1567	external	IH K S T ER N AH L
1568	apple	AE P AH L
1569	le	L AH
1570	regarding	R IH G AA R D IH NG
1571	min	M IH N
1572	offered	AO F ER D
1573	theory	TH IH R IY
1574	enjoy	EH N JH OY
1575	remove	R IY M UW V
1576	aid	EY D
1577	surface	S ER F AH S
1578	minimum	M IH N AH M AH M
1579	visual	V IH ZH AH W AH L
1580	host	HH OW S T
1581	variety	V ER AY AH T IY
1582	teachers	T IY CH ER Z
1583	isbn	AY EH S B IY EH N
1584	martin	M AA R T AH N
1585	manual	M AE N Y UW AH L
1586	block	B L AA K
1587	subjects	S AH B JH IH K T S
1588	agents	EY JH AH N T S
1589	increased	IH N K R IY S T
1590	repair	R IH P EH R
1591	fair	F EH R
1592	civil	S IH V AH L
1593	steel	S T IY L
1594	songs	S AO NG Z
1595	fixed	F IH K S T
1596	wrong	R AO NG
1597	beginning	B IH G IH N IH NG
1598	hands	HH AE N D Z
1599	associates	AH S OW S IY AH T S
1600	finally	F AY N AH L IY
1601	updates	AH P D EY T S
1602	desktop	D EH S K T AA P
1603	classes	K L AE S AH Z
1604	paris	P EH R IH S
1605	ohio	OW HH AY OW
1606	gets	G EH T S
1607	sector	S EH K T ER
1608	capacity	K AH P AE S AH T IY
1609	requires	R IY K W AY ER Z
1610	jersey	JH ER Z IY
1611	un	AH N
1612	fat	F AE T
1613	fully	F UH L IY
1614	father	F AA DH ER
1615	electric	IH L EH K T R IH K
1616	saw	S AO
1617	quotes	K W OW T S
1618	officer	AO F AH S ER
1619	driver	D R AY V ER
1620	businesses	B IH Z N AH S AH Z
1621	dead	D EH D
1622	respect	R IH S P EH K T
1623	unknown	AH N N OW N
1624	specified	S P EH S AH F AY D
1625	restaurant	R EH S T ER AA N T
1626	mike	M AY K
1627	trip	T R IH P
1628	worth	W ER TH
1629	mi	M IY
1630	procedures	P R AH S IY JH ER Z
1631	poor	P UW R
1632	teacher	T IY CH ER
1633	eyes	AY Z
1634	workers	W ER K ER Z
1635	farm	F AA R M
1636	fucking	F AH K IH NG
1637	georgia	JH AO R JH AH
1638	peace	P IY S
1639	campus	K AE M P AH S
1640	tom	T AA M
1641	showing	SH OW IH NG
1642	creative	K R IY EY T IH V
1643	coast	K OW S T
1644	benefit	B EH N AH F IH T
1645	progress	P R AA G R EH S
1646	funding	F AH N D IH NG
1647	devices	D IH V AY S AH Z
1648	lord	L AO R D
1649	grant	G R AE N T
1650	sub	S AH B
1651	agree	AH G R IY
1652	fiction	F IH K SH AH N
1653	hear	HH IY R
1654	sometimes	S AH M T AY M Z
1655	watches	W AA CH AH Z
1656	careers	K ER IH R Z
1657	beyond	B IH AA N D
1658	goes	G OW Z
1659	families	F AE M AH L IY Z
1660	led	L EH D
1661	museum	M Y UW Z IY AH M
1662	themselves	DH EH M S EH L V Z
1663	fan	F AE N
1664	transport	T R AE N S P AO R T
1665	interesting	IH N T R AH S T IH NG
1666	blogs	B L AO G Z
1667	wife	W AY F
1668	accepted	AE K S EH P T IH D
1669	former	F AO R M ER
1670	ten	T EH N
1671	hits	HH IH T S
1672	zone	Z OW N
1673	complex	K AA M P L EH K S
1674	th	T IY EY CH
1675	cat	K AE T
1676	galleries	G AE L ER IY Z
1677	references	R EH F ER AH N S IH Z
1678	die	D AY
1679	presented	P R IY Z EH N T IH D
1680	jack	JH AE K
1681	flat	F L AE T
1682	flow	F L OW
1683	agencies	EY JH AH N S IY Z
1684	literature	L IH T ER AH CH ER
1685	respective	R IH S P EH K T IH V
1686	parent	P EH R AH N T
1687	spanish	S P AE N IH SH
1688	michigan	M IH SH IH G AH N
1689	columbia	K AH L AH M B IY AH
1690	setting	S EH T IH NG
1691	dr	D R AY V
1692	scale	S K EY L
1693	stand	S T AE N D
1694	economy	IH K AA N AH M IY
1695	highest	HH AY AH S T
1696	helpful	HH EH L P F AH L
1697	monthly	M AH N TH L IY
1698	critical	K R IH T IH K AH L
1699	frame	F R EY M
1700	musical	M Y UW Z IH K AH L
1701	definition	D EH F AH N IH SH AH N
1702	secretary	S EH K R AH T EH R IY
1703	angeles	AE N JH AH L IH S
1704	networking	N EH T W ER K IH NG
1705	path	P AE TH
1706	australian	AO S T R EY L Y AH N
1707	employee	EH M P L OY IY
1708	chief	CH IY F
1709	gives	G IH V Z
1710	bottom	B AA T AH M
1711	magazines	M AE G AH Z IY N Z
1712	packages	P AE K AH JH AH Z
1713	detail	D IH T EY L
1714	francisco	F R AE N S IH S K OW
1715	laws	L AO Z
1716	changed	CH EY N JH D
1717	pet	P EH T
1718	heard	HH ER D
1719	begin	B IH G IH N
1720	colorado	K AA L ER AA D OW
1721	royal	R OY AH L
1722	clean	K L IY N
1723	switch	S W IH CH
1724	russian	R AH SH AH N
1725	largest	L AA R JH AH S T
1726	african	AE F R AH K AH N
1727	guy	G AY
1728	titles	T AY T AH L Z
1729	relevant	R EH L AH V AH N T
1730	guidelines	G AY D L AY N Z
1731	justice	JH AH S T AH S
1732	connect	K AH N EH K T
1733	bible	B AY B AH L
1734	dev	D EH V
1735	cup	K AH P
1736	basket	B AE S K AH T
1737	applied	AH P L AY D
1738	weekly	W IY K L IY
1739	described	D IH S K R AY B D
1740	demand	D IH M AE N D
1741	suite	S W IY T
1742	vegas	V EY G AH S
1743	na	N AA
1744	square	S K W EH R
1745	chris	K R IH S
1746	attention	AH T EH N SH AH N
1747	advance	AH D V AE N S
1748	skip	S K IH P
1749	diet	D AY AH T
1750	army	AA R M IY
1751	auction	AA K SH AH N
1752	gear	G IH R
1753	lee	L IY
1754	os	AA S
1755	difference	D IH F ER AH N S
1756	allowed	AH L AW D
1757	correct	K ER EH K T
1758	charles	CH AA R L Z
1759	nation	N EY SH AH N
1760	selling	S EH L IH NG
1761	lots	L AA T S
1762	piece	P IY S
1763	sheet	SH IY T
1764	firm	F ER M
1765	seven	S EH V AH N
1766	older	OW L D ER
1767	illinois	IH L AH N OY
1768	elements	EH L AH M AH N T S
1769	species	S P IY SH IY Z
1770	jump	JH AH M P
1771	cells	S EH L Z
1772	module	M AA JH UW L
1773	resort	R IH Z AO R T
1774	facility	F AH S IH L IH T IY
1775	random	R AE N D AH M
1776	pricing	P R AY S IH NG
1777	dvds	D IY V IY D IY Z
1778	certificate	S ER T IH F IH K AH T
1779	minister	M IH N AH S T ER
1780	motion	M OW SH AH N
1781	looks	L UH K S
1782	fashion	F AE SH AH N
1783	directions	D ER EH K SH AH N Z
1784	visitors	V IH Z IH T ER Z
1785	monitor	M AA N AH T ER
1786	trading	T R EY D IH NG
1787	forest	F AO R AH S T
1788	calls	K AO L Z
1789	whose	HH UW Z
1790	coverage	K AH V ER AH JH
1791	couple	K AH P AH L
1792	giving	G IH V IH NG
1793	chance	CH AE N S
1794	vision	V IH ZH AH N
1795	ball	B AO L
1796	ending	EH N D IH NG
1797	clients	K L AY AH N T S
1798	actions	AE K SH AH N Z
1799	listen	L IH S AH N
1800	discuss	D IH S K AH S
1801	accept	AE K S EH P T
1802	automotive	AO T AH M OW T IH V
1803	naked	N EY K AH D
1804	goal	G OW L
1805	successful	S AH K S EH S F AH L
1806	sold	S OW L D
1807	wind	W AY N D
1808	clinical	K L IH N AH K AH L
1809	situation	S IH CH UW EY SH AH N
1810	sciences	S AY AH N S AH Z
1811	markets	M AA R K AH T S
1812	lowest	L OW AH S T
1813	highly	HH AY L IY
1814	publishing	P AH B L IH SH IH NG
1815	appear	AH P IH R
1816	emergency	IH M ER JH AH N S IY
1817	developing	D IH V EH L AH P IH NG
1818	lives	L IH V Z
1819	currency	K ER AH N S IY
1820	leather	L EH DH ER
1821	determine	D AH T ER M AH N
1822	temperature	T EH M P R AH CH ER
1823	palm	P AA M
1824	patient	P EY SH AH N T
1825	actual	AE K CH AH W AH L
1826	stone	S T OW N
1827	bob	B AA B
1828	commerce	K AA M ER S
1829	perhaps	P ER HH AE P S
1830	persons	P ER S AH N Z
1831	difficult	D IH F AH K AH L T
1832	scientific	S AY AH N T IH F IH K
1833	satellite	S AE T AH L AY T
1834	fit	F IH T
1835	tests	T EH S T S
1836	village	V IH L AH JH
1837	accounts	AH K AW N T S
1838	amateur	AE M AH T ER
1839	ex	EH K S
1840	met	M EH T
1841	pain	P EY N
1842	xbox	EH K S B AA K S
1843	factors	F AE K T ER Z
1844	coffee	K AA F IY
1845	settings	S EH T IH NG Z
1846	cum	K AH M
1847	buyer	B AY ER
1848	cultural	K AH L CH ER AH L
1849	steve	S T IY V
1850	easily	IY Z AH L IY
1851	oral	AO R AH L
1852	ford	F AO R D
1853	poster	P OW S T ER
1854	edge	EH JH
1855	functional	F AH NG K SH AH N AH L
1856	root	R UW T
1857	fi	F AY
1858	closed	K L OW Z D
1859	holidays	HH AA L AH D EY Z
1860	ice	AY S
1861	pink	P IH NG K
1862	zealand	Z IY L AH N D
1863	balance	B AE L AH N S
1864	monitoring	M AA N AH T ER IH NG
1865	graduate	G R AE JH AH W AH T
1866	replies	R IH P L AY Z
1867	shot	SH AA T
1868	architecture	AA R K AH T EH K CH ER
1869	initial	IH N IH SH AH L
1870	label	L EY B AH L
1871	thinking	TH IH NG K IH NG
1872	scott	S K AA T
1873	llc	EH L EH L S IY
1874	sec	S EH K
1875	recommend	R EH K AH M EH N D
1876	canon	K AE N AH N
1877	hardcore	HH AA R D K AO R
1878	league	L IY G
1879	waste	W EY S T
1880	minute	M IH N AH T
1881	bus	B AH S
1882	provider	P R AH V AY D ER
1883	optional	AA P SH AH N AH L
1884	dictionary	D IH K SH AH N EH R IY
1885	cold	K OW L D
1886	accounting	AH K AW N T IH NG
1887	sections	S EH K SH AH N Z
1888	chair	CH EH R
1889	fishing	F IH SH IH NG
1890	effort	EH F ER T
1891	phase	F EY Z
1892	fields	F IY L D Z
1893	bag	B AE G
1894	fantasy	F AE N T AH S IY
1895	po	P OW
1896	letters	L EH T ER Z
1897	motor	M OW T ER
1898	professor	P R AH F EH S ER
1899	context	K AA N T EH K S T
1900	install	IH N S T AO L
1901	shirt	SH ER T
1902	apparel	AH P AE R AH L
1903	generally	JH EH N ER AH L IY
1904	continued	K AH N T IH N Y UW D
1905	foot	F UH T
1906	mass	M AE S
1907	crime	K R AY M
1908	count	K AW N T
1909	breast	B R EH S T
1910	techniques	T EH K N IY K S
1911	ibm	AY B IY EH M
1912	johnson	JH AA N S AH N
1913	quickly	K W IH K L IY
1914	dollars	D AA L ER Z
1915	websites	W EH B S AY T S
1916	religion	R IH L IH JH AH N
1917	claim	K L EY M
1918	driving	D R AY V IH NG
1919	permission	P ER M IH SH AH N
1920	surgery	S ER JH ER IY
1921	patch	P AE CH
1922	heat	HH IY T
1923	wild	W AY L D
1924	measures	M EH ZH ER Z
1925	generation	JH EH N ER EY SH AH N
1926	kansas	K AE N Z AH S
1927	miss	M IH S
1928	chemical	K EH M AH K AH L
1929	doctor	D AA K T ER
1930	task	T AE S K
1931	reduce	R AH D UW S
1932	brought	B R AO T
1933	himself	HH IH M S EH L F
1934	nor	N AO R
1935	component	K AH M P OW N AH N T
1936	enable	EH N EY B AH L
1937	exercise	EH K S ER S AY Z
1938	bug	B AH G
1939	santa	S AE N T AH
1940	mid	M IH D
1941	guarantee	G EH R AH N T IY
1942	leader	L IY D ER
1943	diamond	D AY M AH N D
1944	israel	IH Z R IY AH L
1945	se	S EY
1946	processes	P R AA S EH S AH Z
1947	soft	S AA F T
1948	servers	S ER V ER Z
1949	alone	AH L OW N
1950	meetings	M IY T IH NG Z
1951	seconds	S EH K AH N D Z
