,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count
524,anew,RSCL,real,short,complex,1.58e-06,3,3.2,"['AH0', 'N', 'UW1']","['AH', 'N', 'UW']",ADV,2,1
525,drier,RSCL,real,short,complex,1.55e-06,4,3.19,"['D', 'R', 'AY1', 'ER0']","['D', 'R', 'AY', 'ER']",ADJ,2,2
526,awfully,RSCL,real,short,complex,2.57e-06,4,3.41,"['AA1', 'F', 'L', 'IY0']","['AA', 'F', 'L', 'IY']",ADV,2,2
527,upped,RSCL,real,short,complex,1.17e-06,3,3.07,"['AH1', 'P', 'T']","['AH', 'P', 'T']",VERB,1,2
528,faiths,RSCL,real,short,complex,1.58e-06,4,3.2,"['F', 'EY1', 'TH', 'S']","['F', 'EY', 'TH', 'S']",NOUN,1,3
529,sorely,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AO1', 'R', 'L', 'IY0']","['S', 'AO', 'R', 'L', 'IY']",ADV,2,3
530,hippie,RSCL,real,short,complex,2.29e-06,4,3.36,"['HH', 'IH1', 'P', 'IY0']","['HH', 'IH', 'P', 'IY']",NOUN,2,2
531,eyeing,RSCL,real,short,complex,1.45e-06,3,3.16,"['AY1', 'IH0', 'NG']","['AY', 'IH', 'NG']",VERB,2,1
532,skinner,RSCL,real,short,complex,3.16e-06,5,3.5,"['S', 'K', 'IH1', 'N', 'ER0']","['S', 'K', 'IH', 'N', 'ER']",PROPN,2,3
533,mixer,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'IH1', 'K', 'S', 'ER0']","['M', 'IH', 'K', 'S', 'ER']",NOUN,2,3
534,growers,RSCL,real,short,complex,3.16e-06,5,3.5,"['G', 'R', 'OW1', 'ER0', 'Z']","['G', 'R', 'OW', 'ER', 'Z']",NOUN,2,3
535,shrunk,RSCL,real,short,complex,1.51e-06,5,3.18,"['SH', 'R', 'AH1', 'NG', 'K']","['SH', 'R', 'AH', 'NG', 'K']",VERB,1,4
536,caress,RSCL,real,short,complex,8.71e-07,4,2.94,"['K', 'ER0', 'EH1', 'S']","['K', 'ER', 'EH', 'S']",VERB,2,2
537,earthy,RSCL,real,short,complex,1.05e-06,3,3.02,"['ER1', 'TH', 'IY0']","['ER', 'TH', 'IY']",ADJ,2,1
538,bows,RSCL,real,short,complex,3.16e-06,3,3.5,"['B', 'AW1', 'Z']","['B', 'AW', 'Z']",VERB,1,2
539,airtight,RSCL,real,short,complex,8.91e-07,5,2.95,"['EH1', 'R', 'T', 'AY2', 'T']","['EH', 'R', 'T', 'AY', 'T']",NOUN,2,3
540,eater,RSCL,real,short,complex,2.63e-06,3,3.42,"['IY1', 'T', 'ER0']","['IY', 'T', 'ER']",NOUN,2,1
541,redo,RSCL,real,short,complex,1.55e-06,4,3.19,"['R', 'IY0', 'D', 'UW1']","['R', 'IY', 'D', 'UW']",VERB,2,2
542,seaman,RSCL,real,short,complex,1.58e-06,5,3.2,"['S', 'IY1', 'M', 'AH0', 'N']","['S', 'IY', 'M', 'AH', 'N']",NOUN,2,3
543,dries,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'R', 'AY1', 'Z']","['D', 'R', 'AY', 'Z']",VERB,1,3
544,roaming,RSCL,real,short,complex,3.16e-06,5,3.5,"['R', 'OW1', 'M', 'IH0', 'NG']","['R', 'OW', 'M', 'IH', 'NG']",VERB,2,3
545,longing,RSCL,real,short,complex,3.16e-06,5,3.5,"['L', 'AO1', 'NG', 'IH0', 'NG']","['L', 'AO', 'NG', 'IH', 'NG']",NOUN,2,3
546,orator,RSCL,real,short,complex,7.94e-07,5,2.9,"['AO1', 'R', 'AH0', 'T', 'ER0']","['AO', 'R', 'AH', 'T', 'ER']",NOUN,3,2
547,kneel,RSCL,real,short,complex,1.74e-06,3,3.24,"['N', 'IY1', 'L']","['N', 'IY', 'L']",VERB,1,2
548,hellish,RSCL,real,short,complex,8.32e-07,5,2.92,"['HH', 'EH1', 'L', 'IH0', 'SH']","['HH', 'EH', 'L', 'IH', 'SH']",ADJ,2,3
549,sayings,RSCL,real,short,complex,1.48e-06,5,3.17,"['S', 'EY1', 'IH0', 'NG', 'Z']","['S', 'EY', 'IH', 'NG', 'Z']",NOUN,2,3
550,bluish,RSCL,real,short,complex,7.59e-07,5,2.88,"['B', 'L', 'UW1', 'IH0', 'SH']","['B', 'L', 'UW', 'IH', 'SH']",ADJ,2,3
551,detour,RSCL,real,short,complex,1.58e-06,5,3.2,"['D', 'IH0', 'T', 'UH1', 'R']","['D', 'IH', 'T', 'UH', 'R']",NOUN,2,3
552,eased,RSCL,real,short,complex,1.78e-06,3,3.25,"['IY1', 'Z', 'D']","['IY', 'Z', 'D']",VERB,1,2
553,finesse,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'IH0', 'N', 'EH1', 'S']","['F', 'IH', 'N', 'EH', 'S']",VERB,2,3
554,lawler,RSCL,real,short,complex,8.51e-07,4,2.93,"['L', 'AO1', 'L', 'ER0']","['L', 'AO', 'L', 'ER']",PROPN,2,2
555,haters,RSCL,real,short,complex,3.16e-06,5,3.5,"['HH', 'EY1', 'T', 'ER0', 'Z']","['HH', 'EY', 'T', 'ER', 'Z']",NOUN,2,3
556,foresee,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'AO0', 'R', 'S', 'IY1']","['F', 'AO', 'R', 'S', 'IY']",VERB,2,3
557,outweighed,RSCL,real,short,complex,7.94e-07,5,2.9,"['AW0', 'T', 'W', 'EY1', 'D']","['AW', 'T', 'W', 'EY', 'D']",VERB,2,3
558,biggie,RSCL,real,short,complex,1.51e-06,4,3.18,"['B', 'IH1', 'G', 'IY0']","['B', 'IH', 'G', 'IY']",NOUN,2,2
559,sewn,RSCL,real,short,complex,1.51e-06,3,3.18,"['S', 'OW1', 'N']","['S', 'OW', 'N']",VERB,1,2
560,oxen,RSCL,real,short,complex,7.94e-07,5,2.9,"['AA1', 'K', 'S', 'AH0', 'N']","['AA', 'K', 'S', 'AH', 'N']",PROPN,2,3
561,mapped,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'AE1', 'P', 'T']","['M', 'AE', 'P', 'T']",VERB,1,3
562,mailed,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'EY1', 'L', 'D']","['M', 'EY', 'L', 'D']",VERB,1,3
563,shrank,RSCL,real,short,complex,7.94e-07,5,2.9,"['SH', 'R', 'AE1', 'NG', 'K']","['SH', 'R', 'AE', 'NG', 'K']",VERB,1,4
564,impair,RSCL,real,short,complex,8.51e-07,5,2.93,"['IH0', 'M', 'P', 'EH1', 'R']","['IH', 'M', 'P', 'EH', 'R']",VERB,2,3
565,afoot,RSCL,real,short,complex,7.76e-07,4,2.89,"['AH0', 'F', 'UH1', 'T']","['AH', 'F', 'UH', 'T']",VERB,2,2
566,docked,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'AA1', 'K', 'T']","['D', 'AA', 'K', 'T']",VERB,1,3
567,oars,RSCL,real,short,complex,1.02e-06,3,3.01,"['AO1', 'R', 'Z']","['AO', 'R', 'Z']",NOUN,1,2
568,recoil,RSCL,real,short,complex,1.55e-06,5,3.19,"['R', 'IY0', 'K', 'OY1', 'L']","['R', 'IY', 'K', 'OY', 'L']",VERB,2,3
569,hitter,RSCL,real,short,complex,3.16e-06,4,3.5,"['HH', 'IH1', 'T', 'ER0']","['HH', 'IH', 'T', 'ER']",NOUN,2,2
570,outing,RSCL,real,short,complex,3.16e-06,4,3.5,"['AW1', 'T', 'IH0', 'NG']","['AW', 'T', 'IH', 'NG']",NOUN,2,2
571,eels,RSCL,real,short,complex,1.51e-06,3,3.18,"['IY1', 'L', 'Z']","['IY', 'L', 'Z']",NOUN,1,2
572,disarray,RSCL,real,short,complex,9.12e-07,5,2.96,"['D', 'IH2', 'S', 'ER0', 'EY1']","['D', 'IH', 'S', 'ER', 'EY']",NOUN,3,2
573,ills,RSCL,real,short,complex,1.02e-06,3,3.01,"['IH1', 'L', 'Z']","['IH', 'L', 'Z']",NOUN,1,2
574,rename,RSCL,real,short,complex,1.51e-06,5,3.18,"['R', 'IY0', 'N', 'EY1', 'M']","['R', 'IY', 'N', 'EY', 'M']",VERB,2,3
575,lashes,RSCL,real,short,complex,2.75e-06,5,3.44,"['L', 'AE1', 'SH', 'IH0', 'Z']","['L', 'AE', 'SH', 'IH', 'Z']",NOUN,2,3
576,seashore,RSCL,real,short,complex,8.32e-07,5,2.92,"['S', 'IY1', 'SH', 'AO2', 'R']","['S', 'IY', 'SH', 'AO', 'R']",NOUN,2,3
577,badges,RSCL,real,short,complex,3.16e-06,5,3.5,"['B', 'AE1', 'JH', 'IH0', 'Z']","['B', 'AE', 'JH', 'IH', 'Z']",NOUN,2,3
578,milky,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'IH1', 'L', 'K', 'IY0']","['M', 'IH', 'L', 'K', 'IY']",ADJ,2,3
579,ascent,RSCL,real,short,complex,2.63e-06,5,3.42,"['AH0', 'S', 'EH1', 'N', 'T']","['AH', 'S', 'EH', 'N', 'T']",NOUN,2,3
580,sawmill,RSCL,real,short,complex,7.76e-07,5,2.89,"['S', 'AO1', 'M', 'IH2', 'L']","['S', 'AO', 'M', 'IH', 'L']",NOUN,2,3
581,authored,RSCL,real,short,complex,3.09e-06,4,3.49,"['AO1', 'TH', 'ER0', 'D']","['AO', 'TH', 'ER', 'D']",VERB,2,2
582,bailout,RSCL,real,short,complex,1.45e-06,5,3.16,"['B', 'EY1', 'L', 'AW2', 'T']","['B', 'EY', 'L', 'AW', 'T']",NOUN,2,3
583,beggar,RSCL,real,short,complex,1.48e-06,4,3.17,"['B', 'EH1', 'G', 'ER0']","['B', 'EH', 'G', 'ER']",NOUN,2,2
584,chords,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'AO1', 'R', 'D', 'Z']","['K', 'AO', 'R', 'D', 'Z']",NOUN,1,4
585,unearthed,RSCL,real,short,complex,1.55e-06,5,3.19,"['AH0', 'N', 'ER1', 'TH', 'T']","['AH', 'N', 'ER', 'TH', 'T']",VERB,2,3
586,ferries,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'EH1', 'R', 'IY0', 'Z']","['F', 'EH', 'R', 'IY', 'Z']",NOUN,2,3
587,signage,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AY1', 'N', 'IH0', 'JH']","['S', 'AY', 'N', 'IH', 'JH']",NOUN,2,3
588,eyeing,RSCL,real,short,complex,1.45e-06,3,3.16,"['AY1', 'IH0', 'NG']","['AY', 'IH', 'NG']",VERB,2,1
589,chilly,RSCL,real,short,complex,3.16e-06,4,3.5,"['CH', 'IH1', 'L', 'IY0']","['CH', 'IH', 'L', 'IY']",ADJ,2,2
590,vowed,RSCL,real,short,complex,2.45e-06,3,3.39,"['V', 'AW1', 'D']","['V', 'AW', 'D']",VERB,1,2
591,newtown,RSCL,real,short,complex,1.58e-06,5,3.2,"['N', 'UW1', 'T', 'AW2', 'N']","['N', 'UW', 'T', 'AW', 'N']",PROPN,2,3
592,sighed,RSCL,real,short,complex,1.35e-06,3,3.13,"['S', 'AY1', 'D']","['S', 'AY', 'D']",VERB,1,2
593,apes,RSCL,real,short,complex,2.82e-06,3,3.45,"['EY1', 'P', 'S']","['EY', 'P', 'S']",NOUN,1,2
594,shone,RSCL,real,short,complex,1.7e-06,3,3.23,"['SH', 'OW1', 'N']","['SH', 'OW', 'N']",VERB,1,2
595,maoist,RSCL,real,short,complex,7.94e-07,5,2.9,"['M', 'AW1', 'IH0', 'S', 'T']","['M', 'AW', 'IH', 'S', 'T']",PROPN,2,3
596,unveil,RSCL,real,short,complex,1.58e-06,5,3.2,"['AH0', 'N', 'V', 'EY1', 'L']","['AH', 'N', 'V', 'EY', 'L']",VERB,2,3
597,boos,RSCL,real,short,complex,1.07e-06,3,3.03,"['B', 'UW1', 'Z']","['B', 'UW', 'Z']",PROPN,1,2
598,crappy,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'R', 'AE1', 'P', 'IY2']","['K', 'R', 'AE', 'P', 'IY']",ADJ,2,3
599,keyed,RSCL,real,short,complex,7.76e-07,3,2.89,"['K', 'IY1', 'D']","['K', 'IY', 'D']",VERB,1,2
600,agree,RSSH,real,short,simple,9.33e-05,4,4.97,"['AH0', 'G', 'R', 'IY1']","['AH', 'G', 'R', 'IY']",VERB,2,2
601,claim,RSSH,real,short,simple,8.91e-05,4,4.95,"['K', 'L', 'EY1', 'M']","['K', 'L', 'EY', 'M']",VERB,1,3
602,said,RSSH,real,short,simple,0.00102,3,6.01,"['S', 'EH1', 'D']","['S', 'EH', 'D']",VERB,1,2
603,stark,RSSH,real,short,simple,1.02e-05,5,4.01,"['S', 'T', 'AA1', 'R', 'K']","['S', 'T', 'AA', 'R', 'K']",ADJ,1,4
604,known,RSSH,real,short,simple,0.000245,3,5.39,"['N', 'OW1', 'N']","['N', 'OW', 'N']",VERB,1,2
605,case,RSSH,real,short,simple,0.000355,3,5.55,"['K', 'EY1', 'S']","['K', 'EY', 'S']",NOUN,1,2
606,those,RSSH,real,short,simple,0.000794,3,5.9,"['DH', 'OW1', 'Z']","['DH', 'OW', 'Z']",PRON,1,2
607,please,RSSH,real,short,simple,0.000457,4,5.66,"['P', 'L', 'IY1', 'Z']","['P', 'L', 'IY', 'Z']",INTJ,1,3
608,minute,RSSH,real,short,simple,9.55e-05,5,4.98,"['M', 'IH1', 'N', 'AH0', 'T']","['M', 'IH', 'N', 'AH', 'T']",NOUN,2,3
609,maybe,RSSH,real,short,simple,0.000282,4,5.45,"['M', 'EY1', 'B', 'IY0']","['M', 'EY', 'B', 'IY']",ADV,2,2
610,state,RSSH,real,short,simple,0.000603,4,5.78,"['S', 'T', 'EY1', 'T']","['S', 'T', 'EY', 'T']",NOUN,1,3
611,jerk,RSSH,real,short,simple,1e-05,3,4.0,"['JH', 'ER1', 'K']","['JH', 'ER', 'K']",VERB,1,2
612,den,RSSH,real,short,simple,1.02e-05,3,4.01,"['D', 'EH1', 'N']","['D', 'EH', 'N']",VERB,1,2
613,lap,RSSH,real,short,simple,1.51e-05,3,4.18,"['L', 'AE1', 'P']","['L', 'AE', 'P']",NOUN,1,2
614,could,RSSH,real,short,simple,0.00115,3,6.06,"['K', 'UH1', 'D']","['K', 'UH', 'D']",AUX,1,2
615,taxi,RSSH,real,short,simple,1.55e-05,5,4.19,"['T', 'AE1', 'K', 'S', 'IY0']","['T', 'AE', 'K', 'S', 'IY']",NOUN,2,3
616,help,RSSH,real,short,simple,0.000562,4,5.75,"['HH', 'EH1', 'L', 'P']","['HH', 'EH', 'L', 'P']",VERB,1,3
617,chase,RSSH,real,short,simple,2.75e-05,3,4.44,"['CH', 'EY1', 'S']","['CH', 'EY', 'S']",VERB,1,2
618,part,RSSH,real,short,simple,0.000603,4,5.78,"['P', 'AA1', 'R', 'T']","['P', 'AA', 'R', 'T']",NOUN,1,3
619,wear,RSSH,real,short,simple,8.32e-05,3,4.92,"['W', 'EH1', 'R']","['W', 'EH', 'R']",VERB,1,2
620,money,RSSH,real,short,simple,0.000437,4,5.64,"['M', 'AH1', 'N', 'IY0']","['M', 'AH', 'N', 'IY']",NOUN,2,2
621,harm,RSSH,real,short,simple,2.95e-05,4,4.47,"['HH', 'AA1', 'R', 'M']","['HH', 'AA', 'R', 'M']",VERB,1,3
622,gauge,RSSH,real,short,simple,1.05e-05,3,4.02,"['G', 'EY1', 'JH']","['G', 'EY', 'JH']",VERB,1,2
623,boot,RSSH,real,short,simple,1.55e-05,3,4.19,"['B', 'UW1', 'T']","['B', 'UW', 'T']",NOUN,1,2
624,chart,RSSH,real,short,simple,2.95e-05,4,4.47,"['CH', 'AA1', 'R', 'T']","['CH', 'AA', 'R', 'T']",NOUN,1,3
625,health,RSSH,real,short,simple,0.000275,4,5.44,"['HH', 'EH1', 'L', 'TH']","['HH', 'EH', 'L', 'TH']",NOUN,1,3
626,bar,RSSH,real,short,simple,8.71e-05,3,4.94,"['B', 'AA1', 'R']","['B', 'AA', 'R']",NOUN,1,2
627,power,RSSH,real,short,simple,0.000331,3,5.52,"['P', 'AW1', 'ER0']","['P', 'AW', 'ER']",NOUN,2,1
628,body,RSSH,real,short,simple,0.000251,4,5.4,"['B', 'AA1', 'D', 'IY0']","['B', 'AA', 'D', 'IY']",NOUN,2,2
629,best,RSSH,real,short,simple,0.000692,4,5.84,"['B', 'EH1', 'S', 'T']","['B', 'EH', 'S', 'T']",ADJ,1,3
630,grain,RSSH,real,short,simple,1.51e-05,4,4.18,"['G', 'R', 'EY1', 'N']","['G', 'R', 'EY', 'N']",NOUN,1,3
631,white,RSSH,real,short,simple,0.000324,3,5.51,"['W', 'AY1', 'T']","['W', 'AY', 'T']",ADJ,1,2
632,right,RSSH,real,short,simple,0.000912,3,5.96,"['R', 'AY1', 'T']","['R', 'AY', 'T']",INTJ,1,2
633,them,RSSH,real,short,simple,0.00155,3,6.19,"['DH', 'EH1', 'M']","['DH', 'EH', 'M']",PRON,1,2
634,sun,RSSH,real,short,simple,9.33e-05,3,4.97,"['S', 'AH1', 'N']","['S', 'AH', 'N']",NOUN,1,2
635,more,RSSH,real,short,simple,0.00229,3,6.36,"['M', 'AO1', 'R']","['M', 'AO', 'R']",ADJ,1,2
636,crude,RSSH,real,short,simple,1e-05,4,4.0,"['K', 'R', 'UW1', 'D']","['K', 'R', 'UW', 'D']",NOUN,1,3
637,bound,RSSH,real,short,simple,2.88e-05,4,4.46,"['B', 'AW1', 'N', 'D']","['B', 'AW', 'N', 'D']",VERB,1,3
638,when,RSSH,real,short,simple,0.00234,3,6.37,"['W', 'EH1', 'N']","['W', 'EH', 'N']",SCONJ,1,2
639,that,RSSH,real,short,simple,0.0102,3,7.01,"['DH', 'AE1', 'T']","['DH', 'AE', 'T']",PRON,1,2
640,hip,RSSH,real,short,simple,2.88e-05,3,4.46,"['HH', 'IH1', 'P']","['HH', 'IH', 'P']",NOUN,1,2
641,run,RSSH,real,short,simple,0.000309,3,5.49,"['R', 'AH1', 'N']","['R', 'AH', 'N']",VERB,1,2
642,search,RSSH,real,short,simple,9.12e-05,3,4.96,"['S', 'ER1', 'CH']","['S', 'ER', 'CH']",NOUN,1,2
643,none,RSSH,real,short,simple,8.51e-05,3,4.93,"['N', 'AH1', 'N']","['N', 'AH', 'N']",NOUN,1,2
644,let,RSSH,real,short,simple,0.000398,3,5.6,"['L', 'EH1', 'T']","['L', 'EH', 'T']",VERB,1,2
645,found,RSSH,real,short,simple,0.000479,4,5.68,"['F', 'AW1', 'N', 'D']","['F', 'AW', 'N', 'D']",VERB,1,3
646,image,RSSH,real,short,simple,8.71e-05,4,4.94,"['IH1', 'M', 'AH0', 'JH']","['IH', 'M', 'AH', 'JH']",NOUN,2,2
647,whole,RSSH,real,short,simple,0.000288,3,5.46,"['HH', 'OW1', 'L']","['HH', 'OW', 'L']",ADJ,1,2
648,pet,RSSH,real,short,simple,2.82e-05,3,4.45,"['P', 'EH1', 'T']","['P', 'EH', 'T']",NOUN,1,2
649,flash,RSSH,real,short,simple,2.82e-05,4,4.45,"['F', 'L', 'AE1', 'SH']","['F', 'L', 'AE', 'SH']",VERB,1,3
650,such,RSSH,real,short,simple,0.000692,3,5.84,"['S', 'AH1', 'CH']","['S', 'AH', 'CH']",ADJ,1,2
651,kind,RSSH,real,short,simple,0.000282,4,5.45,"['K', 'AY1', 'N', 'D']","['K', 'AY', 'N', 'D']",NOUN,1,3
652,used,RSSH,real,short,simple,0.000631,4,5.8,"['Y', 'UW1', 'Z', 'D']","['Y', 'UW', 'Z', 'D']",VERB,1,3
653,back,RSSH,real,short,simple,0.0011,3,6.04,"['B', 'AE1', 'K']","['B', 'AE', 'K']",ADV,1,2
654,south,RSSH,real,short,simple,0.000251,3,5.4,"['S', 'AW1', 'TH']","['S', 'AW', 'TH']",NOUN,1,2
655,stop,RSSH,real,short,simple,0.000331,4,5.52,"['S', 'T', 'AA1', 'P']","['S', 'T', 'AA', 'P']",VERB,1,3
656,fear,RSSH,real,short,simple,8.91e-05,3,4.95,"['F', 'IH1', 'R']","['F', 'IH', 'R']",VERB,1,2
657,make,RSSH,real,short,simple,0.0012,3,6.08,"['M', 'EY1', 'K']","['M', 'EY', 'K']",VERB,1,2
658,far,RSSH,real,short,simple,0.000316,3,5.5,"['F', 'AA1', 'R']","['F', 'AA', 'R']",ADV,1,2
659,than,RSSH,real,short,simple,0.00135,3,6.13,"['DH', 'AE1', 'N']","['DH', 'AE', 'N']",ADP,1,2
660,point,RSSH,real,short,simple,0.000347,4,5.54,"['P', 'OY1', 'N', 'T']","['P', 'OY', 'N', 'T']",VERB,1,3
661,scene,RSSH,real,short,simple,9.33e-05,3,4.97,"['S', 'IY1', 'N']","['S', 'IY', 'N']",NOUN,1,2
662,rule,RSSH,real,short,simple,8.71e-05,3,4.94,"['R', 'UW1', 'L']","['R', 'UW', 'L']",VERB,1,2
663,sell,RSSH,real,short,simple,9.55e-05,3,4.98,"['S', 'EH1', 'L']","['S', 'EH', 'L']",VERB,1,2
664,gray,RSSH,real,short,simple,2.82e-05,3,4.45,"['G', 'R', 'EY1']","['G', 'R', 'EY']",ADJ,1,2
665,this,RSSH,real,short,simple,0.00661,3,6.82,"['DH', 'IH1', 'S']","['DH', 'IH', 'S']",PRON,1,2
666,great,RSSH,real,short,simple,0.000759,4,5.88,"['G', 'R', 'EY1', 'T']","['G', 'R', 'EY', 'T']",ADJ,1,3
667,bad,RSSH,real,short,simple,0.000339,3,5.53,"['B', 'AE1', 'D']","['B', 'AE', 'D']",ADJ,1,2
668,from,RSSH,real,short,simple,0.00427,4,6.63,"['F', 'R', 'AH1', 'M']","['F', 'R', 'AH', 'M']",ADP,1,3
669,uncle,RSSH,real,short,simple,2.82e-05,5,4.45,"['AH1', 'NG', 'K', 'AH0', 'L']","['AH', 'NG', 'K', 'AH', 'L']",NOUN,2,3
670,nude,RSSH,real,short,simple,1e-05,3,4.0,"['N', 'UW1', 'D']","['N', 'UW', 'D']",ADJ,1,2
671,crush,RSSH,real,short,simple,1.48e-05,4,4.17,"['K', 'R', 'AH1', 'SH']","['K', 'R', 'AH', 'SH']",VERB,1,3
672,cargo,RSSH,real,short,simple,1.55e-05,5,4.19,"['K', 'AA1', 'R', 'G', 'OW2']","['K', 'AA', 'R', 'G', 'OW']",NOUN,2,3
673,there,RSSH,real,short,simple,0.00204,3,6.31,"['DH', 'EH1', 'R']","['DH', 'EH', 'R']",PRON,1,2
674,got,RSSH,real,short,simple,0.000813,3,5.91,"['G', 'AA1', 'T']","['G', 'AA', 'T']",VERB,1,2
675,other,RSSH,real,short,simple,0.00145,3,6.16,"['AH1', 'DH', 'ER0']","['AH', 'DH', 'ER']",ADJ,2,1
676,which,RSSH,real,short,simple,0.002,3,6.3,"['W', 'IH1', 'CH']","['W', 'IH', 'CH']",PRON,1,2
677,can,RSSH,real,short,simple,0.00288,3,6.46,"['K', 'AE1', 'N']","['K', 'AE', 'N']",AUX,1,2
678,nature,RSSH,real,short,simple,9.55e-05,4,4.98,"['N', 'EY1', 'CH', 'ER0']","['N', 'EY', 'CH', 'ER']",NOUN,2,2
679,five,RSSH,real,short,simple,0.000282,3,5.45,"['F', 'AY1', 'V']","['F', 'AY', 'V']",NUM,1,2
680,shit,RSSH,real,short,simple,0.000302,3,5.48,"['SH', 'IH1', 'T']","['SH', 'IH', 'T']",VERB,1,2
681,fan,RSSH,real,short,simple,8.32e-05,3,4.92,"['F', 'AE1', 'N']","['F', 'AE', 'N']",PROPN,1,2
682,raid,RSSH,real,short,simple,1.55e-05,3,4.19,"['R', 'EY1', 'D']","['R', 'EY', 'D']",NOUN,1,2
683,get,RSSH,real,short,simple,0.00191,3,6.28,"['G', 'EH1', 'T']","['G', 'EH', 'T']",VERB,1,2
684,sure,RSSH,real,short,simple,0.000468,3,5.67,"['SH', 'UH1', 'R']","['SH', 'UH', 'R']",ADJ,1,2
685,soccer,RSSH,real,short,simple,3.02e-05,4,4.48,"['S', 'AA1', 'K', 'ER0']","['S', 'AA', 'K', 'ER']",NOUN,2,2
686,love,RSSH,real,short,simple,0.000661,3,5.82,"['L', 'AH1', 'V']","['L', 'AH', 'V']",VERB,1,2
687,drone,RSSH,real,short,simple,1e-05,4,4.0,"['D', 'R', 'OW1', 'N']","['D', 'R', 'OW', 'N']",NOUN,1,3
688,bone,RSSH,real,short,simple,2.95e-05,3,4.47,"['B', 'OW1', 'N']","['B', 'OW', 'N']",NOUN,1,2
689,wrong,RSSH,real,short,simple,0.000245,3,5.39,"['R', 'AO1', 'NG']","['R', 'AO', 'NG']",ADJ,1,2
690,tape,RSSH,real,short,simple,2.75e-05,3,4.44,"['T', 'EY1', 'P']","['T', 'EY', 'P']",NOUN,1,2
691,battle,RSSH,real,short,simple,8.71e-05,5,4.94,"['B', 'AE1', 'T', 'AH0', 'L']","['B', 'AE', 'T', 'AH', 'L']",NOUN,2,3
692,bath,RSSH,real,short,simple,2.75e-05,3,4.44,"['B', 'AE1', 'TH']","['B', 'AE', 'TH']",NOUN,1,2
693,bulk,RSSH,real,short,simple,1.55e-05,4,4.19,"['B', 'AH1', 'L', 'K']","['B', 'AH', 'L', 'K']",NOUN,1,3
694,week,RSSH,real,short,simple,0.000363,3,5.56,"['W', 'IY1', 'K']","['W', 'IY', 'K']",NOUN,1,2
695,hard,RSSH,real,short,simple,0.000339,4,5.53,"['HH', 'AA1', 'R', 'D']","['HH', 'AA', 'R', 'D']",ADV,1,3
696,lack,RSSH,real,short,simple,8.32e-05,3,4.92,"['L', 'AE1', 'K']","['L', 'AE', 'K']",NOUN,1,2
697,might,RSSH,real,short,simple,0.000457,3,5.66,"['M', 'AY1', 'T']","['M', 'AY', 'T']",AUX,1,2
698,thing,RSSH,real,short,simple,0.000525,3,5.72,"['TH', 'IH1', 'NG']","['TH', 'IH', 'NG']",NOUN,1,2
699,sort,RSSH,real,short,simple,0.0001,4,5.0,"['S', 'AO1', 'R', 'T']","['S', 'AO', 'R', 'T']",NOUN,1,3
700,cajun,RSSL,real,short,simple,9.77e-07,5,2.99,"['K', 'EY1', 'JH', 'AH0', 'N']","['K', 'EY', 'JH', 'AH', 'N']",PROPN,2,3
701,judo,RSSL,real,short,simple,1.78e-06,4,3.25,"['JH', 'UW1', 'D', 'OW2']","['JH', 'UW', 'D', 'OW']",NOUN,2,2
702,heinous,RSSL,real,short,simple,1.78e-06,5,3.25,"['HH', 'EY1', 'N', 'AH0', 'S']","['HH', 'EY', 'N', 'AH', 'S']",ADJ,2,3
703,hind,RSSL,real,short,simple,3.16e-06,4,3.5,"['HH', 'AY1', 'N', 'D']","['HH', 'AY', 'N', 'D']",NOUN,1,3
704,larva,RSSL,real,short,simple,9.77e-07,5,2.99,"['L', 'AA1', 'R', 'V', 'AH0']","['L', 'AA', 'R', 'V', 'AH']",PROPN,2,3
705,buckle,RSSL,real,short,simple,3.16e-06,5,3.5,"['B', 'AH1', 'K', 'AH0', 'L']","['B', 'AH', 'K', 'AH', 'L']",VERB,2,3
706,elk,RSSL,real,short,simple,3.09e-06,3,3.49,"['EH1', 'L', 'K']","['EH', 'L', 'K']",NOUN,1,2
707,lex,RSSL,real,short,simple,3.16e-06,4,3.5,"['L', 'EH1', 'K', 'S']","['L', 'EH', 'K', 'S']",PROPN,1,3
708,cannes,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'AE1', 'N', 'Z']","['K', 'AE', 'N', 'Z']",PROPN,1,3
709,tug,RSSL,real,short,simple,3.16e-06,3,3.5,"['T', 'AH1', 'G']","['T', 'AH', 'G']",NOUN,1,2
