,Phonemes,No_Stress,Sonority,Type,Length
356,"['P', 'V', 'AE0']","['P', 'V', 'AE']",1,CCV,3
357,"['AE0', 'P', 'V']","['AE', 'P', 'V']",-1,VCC,3
358,"['P', 'V', 'AW0']","['P', 'V', 'AW']",1,CCV,3
359,"['AW0', 'P', 'V']","['AW', 'P', 'V']",-1,VCC,3
360,"['P', 'DH', 'AH0']","['P', 'DH', 'AH']",1,CCV,3
361,"['AH0', 'P', 'DH']","['AH', 'P', 'DH']",-1,VCC,3
362,"['P', 'DH', 'OY0']","['P', 'DH', 'OY']",1,CCV,3
363,"['OY0', 'P', 'DH']","['OY', 'P', 'DH']",-1,VCC,3
364,"['P', 'DH', 'AA0']","['P', 'DH', 'AA']",1,CCV,3
365,"['AA0', 'P', 'DH']","['AA', 'P', 'DH']",-1,VCC,3
366,"['P', 'DH', 'AY0']","['P', 'DH', 'AY']",1,CCV,3
367,"['AY0', 'P', 'DH']","['AY', 'P', 'DH']",-1,VCC,3
368,"['P', 'DH', 'ER0']","['P', 'DH', 'ER']",1,CCV,3
369,"['ER0', 'P', 'DH']","['ER', 'P', 'DH']",-1,VCC,3
370,"['P', 'DH', 'AO0']","['P', 'DH', 'AO']",1,CCV,3
371,"['AO0', 'P', 'DH']","['AO', 'P', 'DH']",-1,VCC,3
372,"['P', 'DH', 'UW0']","['P', 'DH', 'UW']",1,CCV,3
373,"['UW0', 'P', 'DH']","['UW', 'P', 'DH']",-1,VCC,3
374,"['P', 'DH', 'IH0']","['P', 'DH', 'IH']",1,CCV,3
375,"['IH0', 'P', 'DH']","['IH', 'P', 'DH']",-1,VCC,3
376,"['P', 'DH', 'EH0']","['P', 'DH', 'EH']",1,CCV,3
377,"['EH0', 'P', 'DH']","['EH', 'P', 'DH']",-1,VCC,3
378,"['P', 'DH', 'UH0']","['P', 'DH', 'UH']",1,CCV,3
379,"['UH0', 'P', 'DH']","['UH', 'P', 'DH']",-1,VCC,3
380,"['P', 'DH', 'IY0']","['P', 'DH', 'IY']",1,CCV,3
381,"['IY0', 'P', 'DH']","['IY', 'P', 'DH']",-1,VCC,3
382,"['P', 'DH', 'EY0']","['P', 'DH', 'EY']",1,CCV,3
383,"['EY0', 'P', 'DH']","['EY', 'P', 'DH']",-1,VCC,3
384,"['P', 'DH', 'OW0']","['P', 'DH', 'OW']",1,CCV,3
385,"['OW0', 'P', 'DH']","['OW', 'P', 'DH']",-1,VCC,3
386,"['P', 'DH', 'AE0']","['P', 'DH', 'AE']",1,CCV,3
387,"['AE0', 'P', 'DH']","['AE', 'P', 'DH']",-1,VCC,3
388,"['P', 'DH', 'AW0']","['P', 'DH', 'AW']",1,CCV,3
389,"['AW0', 'P', 'DH']","['AW', 'P', 'DH']",-1,VCC,3
390,"['P', 'HH', 'AH0']","['P', 'HH', 'AH']",1,CCV,3
391,"['AH0', 'P', 'HH']","['AH', 'P', 'HH']",-1,VCC,3
392,"['P', 'HH', 'OY0']","['P', 'HH', 'OY']",1,CCV,3
393,"['OY0', 'P', 'HH']","['OY', 'P', 'HH']",-1,VCC,3
394,"['P', 'HH', 'AA0']","['P', 'HH', 'AA']",1,CCV,3
395,"['AA0', 'P', 'HH']","['AA', 'P', 'HH']",-1,VCC,3
396,"['P', 'HH', 'AY0']","['P', 'HH', 'AY']",1,CCV,3
397,"['AY0', 'P', 'HH']","['AY', 'P', 'HH']",-1,VCC,3
398,"['P', 'HH', 'ER0']","['P', 'HH', 'ER']",1,CCV,3
399,"['ER0', 'P', 'HH']","['ER', 'P', 'HH']",-1,VCC,3
400,"['P', 'HH', 'AO0']","['P', 'HH', 'AO']",1,CCV,3
401,"['AO0', 'P', 'HH']","['AO', 'P', 'HH']",-1,VCC,3
402,"['P', 'HH', 'UW0']","['P', 'HH', 'UW']",1,CCV,3
403,"['UW0', 'P', 'HH']","['UW', 'P', 'HH']",-1,VCC,3
404,"['P', 'HH', 'IH0']","['P', 'HH', 'IH']",1,CCV,3
405,"['IH0', 'P', 'HH']","['IH', 'P', 'HH']",-1,VCC,3
406,"['P', 'HH', 'EH0']","['P', 'HH', 'EH']",1,CCV,3
407,"['EH0', 'P', 'HH']","['EH', 'P', 'HH']",-1,VCC,3
408,"['P', 'HH', 'UH0']","['P', 'HH', 'UH']",1,CCV,3
409,"['UH0', 'P', 'HH']","['UH', 'P', 'HH']",-1,VCC,3
410,"['P', 'HH', 'IY0']","['P', 'HH', 'IY']",1,CCV,3
411,"['IY0', 'P', 'HH']","['IY', 'P', 'HH']",-1,VCC,3
412,"['P', 'HH', 'EY0']","['P', 'HH', 'EY']",1,CCV,3
413,"['EY0', 'P', 'HH']","['EY', 'P', 'HH']",-1,VCC,3
414,"['P', 'HH', 'OW0']","['P', 'HH', 'OW']",1,CCV,3
415,"['OW0', 'P', 'HH']","['OW', 'P', 'HH']",-1,VCC,3
416,"['P', 'HH', 'AE0']","['P', 'HH', 'AE']",1,CCV,3
417,"['AE0', 'P', 'HH']","['AE', 'P', 'HH']",-1,VCC,3
418,"['P', 'HH', 'AW0']","['P', 'HH', 'AW']",1,CCV,3
419,"['AW0', 'P', 'HH']","['AW', 'P', 'HH']",-1,VCC,3
420,"['P', 'CH', 'AH0']","['P', 'CH', 'AH']",2,CCV,3
421,"['AH0', 'P', 'CH']","['AH', 'P', 'CH']",-2,VCC,3
422,"['P', 'CH', 'OY0']","['P', 'CH', 'OY']",2,CCV,3
423,"['OY0', 'P', 'CH']","['OY', 'P', 'CH']",-2,VCC,3
424,"['P', 'CH', 'AA0']","['P', 'CH', 'AA']",2,CCV,3
425,"['AA0', 'P', 'CH']","['AA', 'P', 'CH']",-2,VCC,3
426,"['P', 'CH', 'AY0']","['P', 'CH', 'AY']",2,CCV,3
427,"['AY0', 'P', 'CH']","['AY', 'P', 'CH']",-2,VCC,3
428,"['P', 'CH', 'ER0']","['P', 'CH', 'ER']",2,CCV,3
429,"['ER0', 'P', 'CH']","['ER', 'P', 'CH']",-2,VCC,3
430,"['P', 'CH', 'AO0']","['P', 'CH', 'AO']",2,CCV,3
431,"['AO0', 'P', 'CH']","['AO', 'P', 'CH']",-2,VCC,3
432,"['P', 'CH', 'UW0']","['P', 'CH', 'UW']",2,CCV,3
433,"['UW0', 'P', 'CH']","['UW', 'P', 'CH']",-2,VCC,3
434,"['P', 'CH', 'IH0']","['P', 'CH', 'IH']",2,CCV,3
435,"['IH0', 'P', 'CH']","['IH', 'P', 'CH']",-2,VCC,3
436,"['P', 'CH', 'EH0']","['P', 'CH', 'EH']",2,CCV,3
437,"['EH0', 'P', 'CH']","['EH', 'P', 'CH']",-2,VCC,3
438,"['P', 'CH', 'UH0']","['P', 'CH', 'UH']",2,CCV,3
439,"['UH0', 'P', 'CH']","['UH', 'P', 'CH']",-2,VCC,3
440,"['P', 'CH', 'IY0']","['P', 'CH', 'IY']",2,CCV,3
441,"['IY0', 'P', 'CH']","['IY', 'P', 'CH']",-2,VCC,3
442,"['P', 'CH', 'EY0']","['P', 'CH', 'EY']",2,CCV,3
443,"['EY0', 'P', 'CH']","['EY', 'P', 'CH']",-2,VCC,3
444,"['P', 'CH', 'OW0']","['P', 'CH', 'OW']",2,CCV,3
445,"['OW0', 'P', 'CH']","['OW', 'P', 'CH']",-2,VCC,3
446,"['P', 'CH', 'AE0']","['P', 'CH', 'AE']",2,CCV,3
447,"['AE0', 'P', 'CH']","['AE', 'P', 'CH']",-2,VCC,3
448,"['P', 'CH', 'AW0']","['P', 'CH', 'AW']",2,CCV,3
449,"['AW0', 'P', 'CH']","['AW', 'P', 'CH']",-2,VCC,3
450,"['P', 'JH', 'AH0']","['P', 'JH', 'AH']",2,CCV,3
451,"['AH0', 'P', 'JH']","['AH', 'P', 'JH']",-2,VCC,3
452,"['P', 'JH', 'OY0']","['P', 'JH', 'OY']",2,CCV,3
453,"['OY0', 'P', 'JH']","['OY', 'P', 'JH']",-2,VCC,3
454,"['P', 'JH', 'AA0']","['P', 'JH', 'AA']",2,CCV,3
455,"['AA0', 'P', 'JH']","['AA', 'P', 'JH']",-2,VCC,3
456,"['P', 'JH', 'AY0']","['P', 'JH', 'AY']",2,CCV,3
457,"['AY0', 'P', 'JH']","['AY', 'P', 'JH']",-2,VCC,3
458,"['P', 'JH', 'ER0']","['P', 'JH', 'ER']",2,CCV,3
459,"['ER0', 'P', 'JH']","['ER', 'P', 'JH']",-2,VCC,3
460,"['P', 'JH', 'AO0']","['P', 'JH', 'AO']",2,CCV,3
461,"['AO0', 'P', 'JH']","['AO', 'P', 'JH']",-2,VCC,3
462,"['P', 'JH', 'UW0']","['P', 'JH', 'UW']",2,CCV,3
463,"['UW0', 'P', 'JH']","['UW', 'P', 'JH']",-2,VCC,3
464,"['P', 'JH', 'IH0']","['P', 'JH', 'IH']",2,CCV,3
465,"['IH0', 'P', 'JH']","['IH', 'P', 'JH']",-2,VCC,3
466,"['P', 'JH', 'EH0']","['P', 'JH', 'EH']",2,CCV,3
467,"['EH0', 'P', 'JH']","['EH', 'P', 'JH']",-2,VCC,3
468,"['P', 'JH', 'UH0']","['P', 'JH', 'UH']",2,CCV,3
469,"['UH0', 'P', 'JH']","['UH', 'P', 'JH']",-2,VCC,3
470,"['P', 'JH', 'IY0']","['P', 'JH', 'IY']",2,CCV,3
471,"['IY0', 'P', 'JH']","['IY', 'P', 'JH']",-2,VCC,3
472,"['P', 'JH', 'EY0']","['P', 'JH', 'EY']",2,CCV,3
473,"['EY0', 'P', 'JH']","['EY', 'P', 'JH']",-2,VCC,3
474,"['P', 'JH', 'OW0']","['P', 'JH', 'OW']",2,CCV,3
475,"['OW0', 'P', 'JH']","['OW', 'P', 'JH']",-2,VCC,3
476,"['P', 'JH', 'AE0']","['P', 'JH', 'AE']",2,CCV,3
477,"['AE0', 'P', 'JH']","['AE', 'P', 'JH']",-2,VCC,3
478,"['P', 'JH', 'AW0']","['P', 'JH', 'AW']",2,CCV,3
479,"['AW0', 'P', 'JH']","['AW', 'P', 'JH']",-2,VCC,3
480,"['P', 'M', 'AH0']","['P', 'M', 'AH']",3,CCV,3
481,"['AH0', 'P', 'M']","['AH', 'P', 'M']",-3,VCC,3
482,"['P', 'M', 'OY0']","['P', 'M', 'OY']",3,CCV,3
483,"['OY0', 'P', 'M']","['OY', 'P', 'M']",-3,VCC,3
484,"['P', 'M', 'AA0']","['P', 'M', 'AA']",3,CCV,3
485,"['AA0', 'P', 'M']","['AA', 'P', 'M']",-3,VCC,3
486,"['P', 'M', 'AY0']","['P', 'M', 'AY']",3,CCV,3
487,"['AY0', 'P', 'M']","['AY', 'P', 'M']",-3,VCC,3
488,"['P', 'M', 'ER0']","['P', 'M', 'ER']",3,CCV,3
489,"['ER0', 'P', 'M']","['ER', 'P', 'M']",-3,VCC,3
490,"['P', 'M', 'AO0']","['P', 'M', 'AO']",3,CCV,3
491,"['AO0', 'P', 'M']","['AO', 'P', 'M']",-3,VCC,3
492,"['P', 'M', 'UW0']","['P', 'M', 'UW']",3,CCV,3
493,"['UW0', 'P', 'M']","['UW', 'P', 'M']",-3,VCC,3
494,"['P', 'M', 'IH0']","['P', 'M', 'IH']",3,CCV,3
495,"['IH0', 'P', 'M']","['IH', 'P', 'M']",-3,VCC,3
496,"['P', 'M', 'EH0']","['P', 'M', 'EH']",3,CCV,3
497,"['EH0', 'P', 'M']","['EH', 'P', 'M']",-3,VCC,3
498,"['P', 'M', 'UH0']","['P', 'M', 'UH']",3,CCV,3
499,"['UH0', 'P', 'M']","['UH', 'P', 'M']",-3,VCC,3
500,"['P', 'M', 'IY0']","['P', 'M', 'IY']",3,CCV,3
501,"['IY0', 'P', 'M']","['IY', 'P', 'M']",-3,VCC,3
502,"['P', 'M', 'EY0']","['P', 'M', 'EY']",3,CCV,3
503,"['EY0', 'P', 'M']","['EY', 'P', 'M']",-3,VCC,3
504,"['P', 'M', 'OW0']","['P', 'M', 'OW']",3,CCV,3
505,"['OW0', 'P', 'M']","['OW', 'P', 'M']",-3,VCC,3
506,"['P', 'M', 'AE0']","['P', 'M', 'AE']",3,CCV,3
507,"['AE0', 'P', 'M']","['AE', 'P', 'M']",-3,VCC,3
508,"['P', 'M', 'AW0']","['P', 'M', 'AW']",3,CCV,3
509,"['AW0', 'P', 'M']","['AW', 'P', 'M']",-3,VCC,3
510,"['P', 'N', 'AH0']","['P', 'N', 'AH']",3,CCV,3
511,"['AH0', 'P', 'N']","['AH', 'P', 'N']",-3,VCC,3
512,"['P', 'N', 'OY0']","['P', 'N', 'OY']",3,CCV,3
513,"['OY0', 'P', 'N']","['OY', 'P', 'N']",-3,VCC,3
514,"['P', 'N', 'AA0']","['P', 'N', 'AA']",3,CCV,3
515,"['AA0', 'P', 'N']","['AA', 'P', 'N']",-3,VCC,3
516,"['P', 'N', 'AY0']","['P', 'N', 'AY']",3,CCV,3
517,"['AY0', 'P', 'N']","['AY', 'P', 'N']",-3,VCC,3
518,"['P', 'N', 'ER0']","['P', 'N', 'ER']",3,CCV,3
519,"['ER0', 'P', 'N']","['ER', 'P', 'N']",-3,VCC,3
520,"['P', 'N', 'AO0']","['P', 'N', 'AO']",3,CCV,3
521,"['AO0', 'P', 'N']","['AO', 'P', 'N']",-3,VCC,3
522,"['P', 'N', 'UW0']","['P', 'N', 'UW']",3,CCV,3
523,"['UW0', 'P', 'N']","['UW', 'P', 'N']",-3,VCC,3
524,"['P', 'N', 'IH0']","['P', 'N', 'IH']",3,CCV,3
525,"['IH0', 'P', 'N']","['IH', 'P', 'N']",-3,VCC,3
526,"['P', 'N', 'EH0']","['P', 'N', 'EH']",3,CCV,3
527,"['EH0', 'P', 'N']","['EH', 'P', 'N']",-3,VCC,3
528,"['P', 'N', 'UH0']","['P', 'N', 'UH']",3,CCV,3
529,"['UH0', 'P', 'N']","['UH', 'P', 'N']",-3,VCC,3
530,"['P', 'N', 'IY0']","['P', 'N', 'IY']",3,CCV,3
531,"['IY0', 'P', 'N']","['IY', 'P', 'N']",-3,VCC,3
532,"['P', 'N', 'EY0']","['P', 'N', 'EY']",3,CCV,3
533,"['EY0', 'P', 'N']","['EY', 'P', 'N']",-3,VCC,3
534,"['P', 'N', 'OW0']","['P', 'N', 'OW']",3,CCV,3
535,"['OW0', 'P', 'N']","['OW', 'P', 'N']",-3,VCC,3
536,"['P', 'N', 'AE0']","['P', 'N', 'AE']",3,CCV,3
537,"['AE0', 'P', 'N']","['AE', 'P', 'N']",-3,VCC,3
538,"['P', 'N', 'AW0']","['P', 'N', 'AW']",3,CCV,3
539,"['AW0', 'P', 'N']","['AW', 'P', 'N']",-3,VCC,3
540,"['P', 'NG', 'AH0']","['P', 'NG', 'AH']",3,CCV,3
541,"['AH0', 'P', 'NG']","['AH', 'P', 'NG']",-3,VCC,3
542,"['P', 'NG', 'OY0']","['P', 'NG', 'OY']",3,CCV,3
543,"['OY0', 'P', 'NG']","['OY', 'P', 'NG']",-3,VCC,3
544,"['P', 'NG', 'AA0']","['P', 'NG', 'AA']",3,CCV,3
545,"['AA0', 'P', 'NG']","['AA', 'P', 'NG']",-3,VCC,3
546,"['P', 'NG', 'AY0']","['P', 'NG', 'AY']",3,CCV,3
547,"['AY0', 'P', 'NG']","['AY', 'P', 'NG']",-3,VCC,3
548,"['P', 'NG', 'ER0']","['P', 'NG', 'ER']",3,CCV,3
549,"['ER0', 'P', 'NG']","['ER', 'P', 'NG']",-3,VCC,3
550,"['P', 'NG', 'AO0']","['P', 'NG', 'AO']",3,CCV,3
551,"['AO0', 'P', 'NG']","['AO', 'P', 'NG']",-3,VCC,3
552,"['P', 'NG', 'UW0']","['P', 'NG', 'UW']",3,CCV,3
553,"['UW0', 'P', 'NG']","['UW', 'P', 'NG']",-3,VCC,3
554,"['P', 'NG', 'IH0']","['P', 'NG', 'IH']",3,CCV,3
555,"['IH0', 'P', 'NG']","['IH', 'P', 'NG']",-3,VCC,3
556,"['P', 'NG', 'EH0']","['P', 'NG', 'EH']",3,CCV,3
557,"['EH0', 'P', 'NG']","['EH', 'P', 'NG']",-3,VCC,3
558,"['P', 'NG', 'UH0']","['P', 'NG', 'UH']",3,CCV,3
559,"['UH0', 'P', 'NG']","['UH', 'P', 'NG']",-3,VCC,3
560,"['P', 'NG', 'IY0']","['P', 'NG', 'IY']",3,CCV,3
561,"['IY0', 'P', 'NG']","['IY', 'P', 'NG']",-3,VCC,3
562,"['P', 'NG', 'EY0']","['P', 'NG', 'EY']",3,CCV,3
563,"['EY0', 'P', 'NG']","['EY', 'P', 'NG']",-3,VCC,3
564,"['P', 'NG', 'OW0']","['P', 'NG', 'OW']",3,CCV,3
565,"['OW0', 'P', 'NG']","['OW', 'P', 'NG']",-3,VCC,3
566,"['P', 'NG', 'AE0']","['P', 'NG', 'AE']",3,CCV,3
567,"['AE0', 'P', 'NG']","['AE', 'P', 'NG']",-3,VCC,3
568,"['P', 'NG', 'AW0']","['P', 'NG', 'AW']",3,CCV,3
569,"['AW0', 'P', 'NG']","['AW', 'P', 'NG']",-3,VCC,3
570,"['P', 'L', 'AH0']","['P', 'L', 'AH']",4,CCV,3
571,"['AH0', 'P', 'L']","['AH', 'P', 'L']",-4,VCC,3
572,"['P', 'L', 'OY0']","['P', 'L', 'OY']",4,CCV,3
573,"['OY0', 'P', 'L']","['OY', 'P', 'L']",-4,VCC,3
574,"['P', 'L', 'AA0']","['P', 'L', 'AA']",4,CCV,3
575,"['AA0', 'P', 'L']","['AA', 'P', 'L']",-4,VCC,3
576,"['P', 'L', 'AY0']","['P', 'L', 'AY']",4,CCV,3
577,"['AY0', 'P', 'L']","['AY', 'P', 'L']",-4,VCC,3
578,"['P', 'L', 'ER0']","['P', 'L', 'ER']",4,CCV,3
579,"['ER0', 'P', 'L']","['ER', 'P', 'L']",-4,VCC,3
580,"['P', 'L', 'AO0']","['P', 'L', 'AO']",4,CCV,3
581,"['AO0', 'P', 'L']","['AO', 'P', 'L']",-4,VCC,3
582,"['P', 'L', 'UW0']","['P', 'L', 'UW']",4,CCV,3
583,"['UW0', 'P', 'L']","['UW', 'P', 'L']",-4,VCC,3
584,"['P', 'L', 'IH0']","['P', 'L', 'IH']",4,CCV,3
585,"['IH0', 'P', 'L']","['IH', 'P', 'L']",-4,VCC,3
586,"['P', 'L', 'EH0']","['P', 'L', 'EH']",4,CCV,3
587,"['EH0', 'P', 'L']","['EH', 'P', 'L']",-4,VCC,3
588,"['P', 'L', 'UH0']","['P', 'L', 'UH']",4,CCV,3
589,"['UH0', 'P', 'L']","['UH', 'P', 'L']",-4,VCC,3
590,"['P', 'L', 'IY0']","['P', 'L', 'IY']",4,CCV,3
591,"['IY0', 'P', 'L']","['IY', 'P', 'L']",-4,VCC,3
592,"['P', 'L', 'EY0']","['P', 'L', 'EY']",4,CCV,3
593,"['EY0', 'P', 'L']","['EY', 'P', 'L']",-4,VCC,3
594,"['P', 'L', 'OW0']","['P', 'L', 'OW']",4,CCV,3
595,"['OW0', 'P', 'L']","['OW', 'P', 'L']",-4,VCC,3
596,"['P', 'L', 'AE0']","['P', 'L', 'AE']",4,CCV,3
597,"['AE0', 'P', 'L']","['AE', 'P', 'L']",-4,VCC,3
598,"['P', 'L', 'AW0']","['P', 'L', 'AW']",4,CCV,3
599,"['AW0', 'P', 'L']","['AW', 'P', 'L']",-4,VCC,3
600,"['P', 'R', 'AH0']","['P', 'R', 'AH']",4,CCV,3
601,"['AH0', 'P', 'R']","['AH', 'P', 'R']",-4,VCC,3
602,"['P', 'R', 'OY0']","['P', 'R', 'OY']",4,CCV,3
603,"['OY0', 'P', 'R']","['OY', 'P', 'R']",-4,VCC,3
604,"['P', 'R', 'AA0']","['P', 'R', 'AA']",4,CCV,3
605,"['AA0', 'P', 'R']","['AA', 'P', 'R']",-4,VCC,3
606,"['P', 'R', 'AY0']","['P', 'R', 'AY']",4,CCV,3
607,"['AY0', 'P', 'R']","['AY', 'P', 'R']",-4,VCC,3
608,"['P', 'R', 'ER0']","['P', 'R', 'ER']",4,CCV,3
609,"['ER0', 'P', 'R']","['ER', 'P', 'R']",-4,VCC,3
610,"['P', 'R', 'AO0']","['P', 'R', 'AO']",4,CCV,3
611,"['AO0', 'P', 'R']","['AO', 'P', 'R']",-4,VCC,3
612,"['P', 'R', 'UW0']","['P', 'R', 'UW']",4,CCV,3
613,"['UW0', 'P', 'R']","['UW', 'P', 'R']",-4,VCC,3
614,"['P', 'R', 'IH0']","['P', 'R', 'IH']",4,CCV,3
615,"['IH0', 'P', 'R']","['IH', 'P', 'R']",-4,VCC,3
616,"['P', 'R', 'EH0']","['P', 'R', 'EH']",4,CCV,3
617,"['EH0', 'P', 'R']","['EH', 'P', 'R']",-4,VCC,3
618,"['P', 'R', 'UH0']","['P', 'R', 'UH']",4,CCV,3
619,"['UH0', 'P', 'R']","['UH', 'P', 'R']",-4,VCC,3
620,"['P', 'R', 'IY0']","['P', 'R', 'IY']",4,CCV,3
621,"['IY0', 'P', 'R']","['IY', 'P', 'R']",-4,VCC,3
622,"['P', 'R', 'EY0']","['P', 'R', 'EY']",4,CCV,3
623,"['EY0', 'P', 'R']","['EY', 'P', 'R']",-4,VCC,3
624,"['P', 'R', 'OW0']","['P', 'R', 'OW']",4,CCV,3
625,"['OW0', 'P', 'R']","['OW', 'P', 'R']",-4,VCC,3
626,"['P', 'R', 'AE0']","['P', 'R', 'AE']",4,CCV,3
627,"['AE0', 'P', 'R']","['AE', 'P', 'R']",-4,VCC,3
628,"['P', 'R', 'AW0']","['P', 'R', 'AW']",4,CCV,3
629,"['AW0', 'P', 'R']","['AW', 'P', 'R']",-4,VCC,3
630,"['P', 'W', 'AH0']","['P', 'W', 'AH']",5,CCV,3
631,"['AH0', 'P', 'W']","['AH', 'P', 'W']",-5,VCC,3
632,"['P', 'W', 'OY0']","['P', 'W', 'OY']",5,CCV,3
633,"['OY0', 'P', 'W']","['OY', 'P', 'W']",-5,VCC,3
634,"['P', 'W', 'AA0']","['P', 'W', 'AA']",5,CCV,3
635,"['AA0', 'P', 'W']","['AA', 'P', 'W']",-5,VCC,3
636,"['P', 'W', 'AY0']","['P', 'W', 'AY']",5,CCV,3
637,"['AY0', 'P', 'W']","['AY', 'P', 'W']",-5,VCC,3
638,"['P', 'W', 'ER0']","['P', 'W', 'ER']",5,CCV,3
639,"['ER0', 'P', 'W']","['ER', 'P', 'W']",-5,VCC,3
640,"['P', 'W', 'AO0']","['P', 'W', 'AO']",5,CCV,3
641,"['AO0', 'P', 'W']","['AO', 'P', 'W']",-5,VCC,3
642,"['P', 'W', 'UW0']","['P', 'W', 'UW']",5,CCV,3
643,"['UW0', 'P', 'W']","['UW', 'P', 'W']",-5,VCC,3
644,"['P', 'W', 'IH0']","['P', 'W', 'IH']",5,CCV,3
645,"['IH0', 'P', 'W']","['IH', 'P', 'W']",-5,VCC,3
646,"['P', 'W', 'EH0']","['P', 'W', 'EH']",5,CCV,3
647,"['EH0', 'P', 'W']","['EH', 'P', 'W']",-5,VCC,3
648,"['P', 'W', 'UH0']","['P', 'W', 'UH']",5,CCV,3
649,"['UH0', 'P', 'W']","['UH', 'P', 'W']",-5,VCC,3
650,"['P', 'W', 'IY0']","['P', 'W', 'IY']",5,CCV,3
651,"['IY0', 'P', 'W']","['IY', 'P', 'W']",-5,VCC,3
652,"['P', 'W', 'EY0']","['P', 'W', 'EY']",5,CCV,3
653,"['EY0', 'P', 'W']","['EY', 'P', 'W']",-5,VCC,3
654,"['P', 'W', 'OW0']","['P', 'W', 'OW']",5,CCV,3
655,"['OW0', 'P', 'W']","['OW', 'P', 'W']",-5,VCC,3
656,"['P', 'W', 'AE0']","['P', 'W', 'AE']",5,CCV,3
657,"['AE0', 'P', 'W']","['AE', 'P', 'W']",-5,VCC,3
658,"['P', 'W', 'AW0']","['P', 'W', 'AW']",5,CCV,3
659,"['AW0', 'P', 'W']","['AW', 'P', 'W']",-5,VCC,3
660,"['P', 'Y', 'AH0']","['P', 'Y', 'AH']",5,CCV,3
661,"['AH0', 'P', 'Y']","['AH', 'P', 'Y']",-5,VCC,3
662,"['P', 'Y', 'OY0']","['P', 'Y', 'OY']",5,CCV,3
663,"['OY0', 'P', 'Y']","['OY', 'P', 'Y']",-5,VCC,3
664,"['P', 'Y', 'AA0']","['P', 'Y', 'AA']",5,CCV,3
665,"['AA0', 'P', 'Y']","['AA', 'P', 'Y']",-5,VCC,3
666,"['P', 'Y', 'AY0']","['P', 'Y', 'AY']",5,CCV,3
667,"['AY0', 'P', 'Y']","['AY', 'P', 'Y']",-5,VCC,3
668,"['P', 'Y', 'ER0']","['P', 'Y', 'ER']",5,CCV,3
669,"['ER0', 'P', 'Y']","['ER', 'P', 'Y']",-5,VCC,3
670,"['P', 'Y', 'AO0']","['P', 'Y', 'AO']",5,CCV,3
671,"['AO0', 'P', 'Y']","['AO', 'P', 'Y']",-5,VCC,3
672,"['P', 'Y', 'UW0']","['P', 'Y', 'UW']",5,CCV,3
673,"['UW0', 'P', 'Y']","['UW', 'P', 'Y']",-5,VCC,3
674,"['P', 'Y', 'IH0']","['P', 'Y', 'IH']",5,CCV,3
675,"['IH0', 'P', 'Y']","['IH', 'P', 'Y']",-5,VCC,3
676,"['P', 'Y', 'EH0']","['P', 'Y', 'EH']",5,CCV,3
677,"['EH0', 'P', 'Y']","['EH', 'P', 'Y']",-5,VCC,3
678,"['P', 'Y', 'UH0']","['P', 'Y', 'UH']",5,CCV,3
679,"['UH0', 'P', 'Y']","['UH', 'P', 'Y']",-5,VCC,3
680,"['P', 'Y', 'IY0']","['P', 'Y', 'IY']",5,CCV,3
681,"['IY0', 'P', 'Y']","['IY', 'P', 'Y']",-5,VCC,3
682,"['P', 'Y', 'EY0']","['P', 'Y', 'EY']",5,CCV,3
683,"['EY0', 'P', 'Y']","['EY', 'P', 'Y']",-5,VCC,3
684,"['P', 'Y', 'OW0']","['P', 'Y', 'OW']",5,CCV,3
685,"['OW0', 'P', 'Y']","['OW', 'P', 'Y']",-5,VCC,3
686,"['P', 'Y', 'AE0']","['P', 'Y', 'AE']",5,CCV,3
687,"['AE0', 'P', 'Y']","['AE', 'P', 'Y']",-5,VCC,3
688,"['P', 'Y', 'AW0']","['P', 'Y', 'AW']",5,CCV,3
689,"['AW0', 'P', 'Y']","['AW', 'P', 'Y']",-5,VCC,3
690,"['T', 'P', 'AH0']","['T', 'P', 'AH']",0,CCV,3
691,"['AH0', 'T', 'P']","['AH', 'T', 'P']",0,VCC,3
692,"['T', 'P', 'OY0']","['T', 'P', 'OY']",0,CCV,3
693,"['OY0', 'T', 'P']","['OY', 'T', 'P']",0,VCC,3
694,"['T', 'P', 'AA0']","['T', 'P', 'AA']",0,CCV,3
695,"['AA0', 'T', 'P']","['AA', 'T', 'P']",0,VCC,3
696,"['T', 'P', 'AY0']","['T', 'P', 'AY']",0,CCV,3
697,"['AY0', 'T', 'P']","['AY', 'T', 'P']",0,VCC,3
698,"['T', 'P', 'ER0']","['T', 'P', 'ER']",0,CCV,3
699,"['ER0', 'T', 'P']","['ER', 'T', 'P']",0,VCC,3
700,"['T', 'P', 'AO0']","['T', 'P', 'AO']",0,CCV,3
701,"['AO0', 'T', 'P']","['AO', 'T', 'P']",0,VCC,3
702,"['T', 'P', 'UW0']","['T', 'P', 'UW']",0,CCV,3
703,"['UW0', 'T', 'P']","['UW', 'T', 'P']",0,VCC,3
704,"['T', 'P', 'IH0']","['T', 'P', 'IH']",0,CCV,3
705,"['IH0', 'T', 'P']","['IH', 'T', 'P']",0,VCC,3
706,"['T', 'P', 'EH0']","['T', 'P', 'EH']",0,CCV,3
707,"['EH0', 'T', 'P']","['EH', 'T', 'P']",0,VCC,3
708,"['T', 'P', 'UH0']","['T', 'P', 'UH']",0,CCV,3
